"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","16-Feb-2023","870.80","875.95","877.80","864.85","866.85","869.45","872.17","10,715,685","9,345,945,594.45","294,581","7,347,668","68.57"
"ICICIBANK","EQ","17-Feb-2023","869.45","867.55","867.55","855.15","862.00","862.65","861.24","9,990,618","8,604,355,548.40","166,073","4,082,732","40.87"
"ICICIBANK","EQ","20-Feb-2023","862.65","862.65","866.55","850.25","853.15","852.10","857.70","9,013,430","7,730,821,931.20","183,409","4,003,795","44.42"
"ICICIBANK","EQ","21-Feb-2023","852.10","854.40","859.45","846.85","854.85","854.20","853.57","11,704,445","9,990,567,240.30","233,352","4,401,063","37.60"
"ICICIBANK","EQ","22-Feb-2023","854.20","851.25","854.10","834.75","837.45","839.25","844.61","13,880,984","11,724,069,965.10","190,655","6,533,847","47.07"
"ICICIBANK","EQ","23-Feb-2023","839.25","836.55","844.45","833.55","840.70","839.75","838.70","11,743,574","9,849,307,806.70","165,727","5,435,929","46.29"
"ICICIBANK","EQ","24-Feb-2023","839.75","843.95","845.60","835.55","839.95","839.70","840.26","8,246,139","6,928,911,922.70","174,647","4,666,288","56.59"
"ICICIBANK","EQ","27-Feb-2023","839.70","833.55","858.30","833.55","857.90","856.40","848.93","14,422,574","12,243,799,621.55","205,067","7,200,717","49.93"
"ICICIBANK","EQ","28-Feb-2023","856.40","854.90","858.00","850.00","854.15","854.85","853.72","19,600,146","16,733,073,110.85","208,771","10,412,171","53.12"
"ICICIBANK","EQ","01-Mar-2023","854.85","864.00","864.00","851.85","856.10","856.30","857.22","11,015,843","9,443,055,261.20","217,804","5,069,489","46.02"
"ICICIBANK","EQ","02-Mar-2023","856.30","853.00","861.85","851.10","852.10","854.00","858.06","12,327,141","10,577,465,279.10","186,314","4,975,761","40.36"
"ICICIBANK","EQ","03-Mar-2023","854.00","856.75","873.00","849.85","866.50","868.55","866.99","12,823,098","11,117,545,319.00","200,269","5,929,044","46.24"
"ICICIBANK","EQ","06-Mar-2023","868.55","871.75","876.85","865.35","868.60","867.75","870.34","13,904,231","12,101,444,323.30","188,956","4,998,588","35.95"
"ICICIBANK","EQ","08-Mar-2023","867.75","866.65","873.65","861.50","872.00","872.10","866.21","16,144,568","13,984,506,148.35","211,371","6,397,127","39.62"
"ICICIBANK","EQ","09-Mar-2023","872.10","867.20","869.80","854.15","856.40","855.95","862.74","10,624,440","9,166,163,272.80","174,754","5,313,701","50.01"
"ICICIBANK","EQ","10-Mar-2023","855.95","844.70","845.35","836.25","842.15","842.65","842.84","17,273,189","14,558,564,028.95","222,667","6,890,905","39.89"
"ICICIBANK","EQ","13-Mar-2023","842.65","841.45","855.30","823.95","830.00","828.40","841.10","16,413,159","13,805,160,212.15","265,017","6,081,479","37.05"
"ICICIBANK","EQ","14-Mar-2023","828.40","827.00","834.45","818.25","832.50","830.35","825.99","15,456,802","12,767,098,939.30","263,294","6,553,158","42.40"
"ICICIBANK","EQ","15-Mar-2023","830.35","836.45","843.95","822.20","823.40","825.90","833.09","12,914,488","10,758,985,936.30","191,124","3,184,487","24.66"
"ICICIBANK","EQ","16-Mar-2023","825.90","829.70","831.30","810.30","825.55","823.90","821.20","14,987,868","12,308,061,095.50","421,367","7,437,607","49.62"
"ICICIBANK","EQ","17-Mar-2023","823.90","831.80","838.40","818.65","838.00","836.25","828.45","11,104,490","9,199,538,620.00","231,625","5,046,765","45.45"
"ICICIBANK","EQ","20-Mar-2023","836.25","837.00","837.80","825.00","836.85","836.45","830.52","14,838,651","12,323,776,072.30","278,069","5,693,751","38.37"
"ICICIBANK","EQ","21-Mar-2023","836.45","843.00","854.50","839.05","851.75","852.40","846.11","18,755,854","15,869,462,815.95","224,691","6,640,570","35.41"
"ICICIBANK","EQ","22-Mar-2023","852.40","857.65","862.55","851.00","858.15","860.20","856.36","17,431,520","14,927,607,314.90","156,728","7,101,324","40.74"
"ICICIBANK","EQ","23-Mar-2023","860.20","857.00","867.45","852.80","854.10","855.45","862.06","17,920,621","15,448,661,801.95","214,120","7,575,584","42.27"
"ICICIBANK","EQ","24-Mar-2023","855.45","852.50","860.00","849.15","851.45","852.40","854.95","17,295,696","14,786,927,519.65","198,327","3,872,814","22.39"
"ICICIBANK","EQ","27-Mar-2023","852.40","854.95","856.40","844.05","846.90","848.70","849.34","17,047,675","14,479,194,037.90","218,983","3,375,671","19.80"
"ICICIBANK","EQ","28-Mar-2023","848.70","855.55","858.90","848.20","856.90","854.75","853.35","24,469,018","20,880,709,975.30","208,296","5,246,179","21.44"
"ICICIBANK","EQ","29-Mar-2023","854.75","857.05","862.10","848.00","855.00","851.00","854.88","34,881,515","29,819,416,000.65","285,499","14,767,286","42.34"
"ICICIBANK","EQ","31-Mar-2023","851.00","861.95","881.00","858.50","876.90","877.25","874.98","25,739,021","22,521,029,030.15","279,968","7,590,353","29.49"
